Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value
2018,INDIANA,18,SOUTHEAST,90,JENNINGS,79,55.9
2018,INDIANA,18,SOUTHWEST,70,KNOX,83,53.4
2018,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,61.6
2018,INDIANA,18,NORTHEAST,30,LAGRANGE,87,54.2
2018,INDIANA,18,NORTHWEST,10,LAKE,89,56.6
2018,INDIANA,18,NORTHWEST,10,LA PORTE,91,59.2
2018,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,53.4
2018,INDIANA,18,CENTRAL,50,MADISON,95,61.6
2018,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,54.2
2018,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,55.9
2018,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,45.6
2018,INDIANA,18,WEST CENTRAL,40,MONTGOMERY,107,64.9
2018,INDIANA,18,CENTRAL,50,MORGAN,109,57.9
2018,INDIANA,18,NORTHWEST,10,NEWTON,111,59.9
2018,INDIANA,18,NORTHEAST,30,NOBLE,113,52.9
2018,INDIANA,18,SOUTHEAST,90,OHIO,115,50.8
2018,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,56.7
2018,INDIANA,18,WEST CENTRAL,40,PARKE,121,57.4
2018,INDIANA,18,SOUTH CENTRAL,80,PERRY,123,45.8
2018,INDIANA,18,NORTHWEST,10,PORTER,127,60.6
2018,INDIANA,18,SOUTHWEST,70,POSEY,129,55.3
2018,INDIANA,18,NORTHWEST,10,PULASKI,131,55.3
2018,INDIANA,18,WEST CENTRAL,40,PUTNAM,133,58.4
2018,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,59.1
2018,INDIANA,18,SOUTHEAST,90,RIPLEY,137,51.9
2018,INDIANA,18,CENTRAL,50,RUSH,139,58.9
2018,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,55.3
2018,INDIANA,18,SOUTHEAST,90,SCOTT,143,50.4
2018,INDIANA,18,CENTRAL,50,SHELBY,145,56.9
2018,INDIANA,18,SOUTHWEST,70,SPENCER,147,52
2018,INDIANA,18,NORTHWEST,10,STARKE,149,54.7
2018,INDIANA,18,NORTHEAST,30,STEUBEN,151,48.1
2018,INDIANA,18,SOUTHWEST,70,SULLIVAN,153,56.4
2018,INDIANA,18,SOUTHEAST,90,SWITZERLAND,155,48.4
2018,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,64.2
2018,INDIANA,18,EAST CENTRAL,60,UNION,161,60.8
2018,INDIANA,18,SOUTHWEST,70,VANDERBURGH,163,56.4
2018,INDIANA,18,WEST CENTRAL,40,VERMILLION,165,61.3
2018,INDIANA,18,WEST CENTRAL,40,VIGO,167,52.4
2018,INDIANA,18,NORTH CENTRAL,20,WABASH,169,60.2
2018,INDIANA,18,WEST CENTRAL,40,WARREN,171,67.6
2018,INDIANA,18,SOUTHWEST,70,WARRICK,173,50.5
2018,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,53.2
2018,INDIANA,18,EAST CENTRAL,60,WAYNE,177,60.2
2018,INDIANA,18,NORTHEAST,30,WELLS,179,62.4
2018,INDIANA,18,NORTHWEST,10,WHITE,181,61.3
2018,INDIANA,18,NORTHEAST,30,WHITLEY,183,56.1
2018,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,49.5
2018,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,49.5
2018,INDIANA,18,WEST CENTRAL,40,FOUNTAIN,45,57
2018,INDIANA,18,CENTRAL,50,JOHNSON,81,64.2
2018,INDIANA,18,CENTRAL,50,MARION,97,64.2
2018,INDIANA,18,SOUTHWEST,70,MARTIN,101,51.4
2018,INDIANA,18,WEST CENTRAL,40,OWEN,119,57
2018,INDIANA,18,SOUTHWEST,70,PIKE,125,51.4
2018,INDIANA,18,CENTRAL,50,TIPTON,159,64.2
2018,IOWA,19,SOUTHWEST,70,ADAIR,1,51
2018,IOWA,19,SOUTHWEST,70,ADAMS,3,54.2
2018,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,54.1
2018,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,45.9
2018,IOWA,19,WEST CENTRAL,40,AUDUBON,9,51.6
2018,IOWA,19,EAST CENTRAL,60,BENTON,11,61
2018,IOWA,19,NORTHEAST,30,BLACK HAWK,13,59.6
2018,IOWA,19,CENTRAL,50,BOONE,15,55.7
2018,IOWA,19,NORTHEAST,30,BREMER,17,56.9
2018,IOWA,19,NORTHEAST,30,BUCHANAN,19,57.8
2018,IOWA,19,NORTHWEST,10,BUENA VISTA,21,56.5
2018,IOWA,19,NORTH CENTRAL,20,BUTLER,23,56.8
2018,IOWA,19,WEST CENTRAL,40,CALHOUN,25,53.3
2018,IOWA,19,WEST CENTRAL,40,CARROLL,27,60.4
2018,IOWA,19,SOUTHWEST,70,CASS,29,53.5
2018,IOWA,19,EAST CENTRAL,60,CEDAR,31,64.6
2018,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,52.9
2018,IOWA,19,NORTHWEST,10,CHEROKEE,35,65.5
2018,IOWA,19,NORTHEAST,30,CHICKASAW,37,52.8
2018,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,48.7
2018,IOWA,19,NORTHWEST,10,CLAY,41,53.6
2018,IOWA,19,NORTHEAST,30,CLAYTON,43,60.2
2018,IOWA,19,EAST CENTRAL,60,CLINTON,45,59.6
2018,IOWA,19,WEST CENTRAL,40,CRAWFORD,47,62.4
2018,IOWA,19,CENTRAL,50,DALLAS,49,54
2018,IOWA,19,SOUTHEAST,90,DAVIS,51,51.1
2018,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,48.8
2018,IOWA,19,NORTHEAST,30,DELAWARE,55,65.3
2018,IOWA,19,SOUTHEAST,90,DES MOINES,57,64.9
2018,IOWA,19,NORTHWEST,10,DICKINSON,59,50.7
2018,IOWA,19,NORTHEAST,30,DUBUQUE,61,63.4
2018,IOWA,19,NORTHWEST,10,EMMET,63,47.5
2018,IOWA,19,NORTHEAST,30,FAYETTE,65,58.2
2018,IOWA,19,NORTH CENTRAL,20,FLOYD,67,50.8
2018,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,59.9
2018,IOWA,19,SOUTHWEST,70,FREMONT,71,51.5
2018,IOWA,19,WEST CENTRAL,40,GREENE,73,57
2018,IOWA,19,CENTRAL,50,GRUNDY,75,63.3
2018,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,52.4
2018,IOWA,19,CENTRAL,50,HAMILTON,79,49.5
2018,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,52.8
2018,IOWA,19,CENTRAL,50,HARDIN,83,60.6
2018,IOWA,19,WEST CENTRAL,40,HARRISON,85,53.9
2018,IOWA,19,SOUTHEAST,90,HENRY,87,63.4
2018,IOWA,19,NORTHEAST,30,HOWARD,89,55.5
2018,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,50.8
2018,IOWA,19,WEST CENTRAL,40,IDA,93,65.3
2018,IOWA,19,EAST CENTRAL,60,IOWA,95,57.2
2018,IOWA,19,EAST CENTRAL,60,JACKSON,97,59.3
2018,IOWA,19,CENTRAL,50,JASPER,99,62
2018,IOWA,19,SOUTHEAST,90,JEFFERSON,101,63.1
2018,IOWA,19,EAST CENTRAL,60,JOHNSON,103,61.2
2018,IOWA,19,EAST CENTRAL,60,JONES,105,61.4
2018,IOWA,19,SOUTHEAST,90,KEOKUK,107,58.8
2018,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,55.5
2018,IOWA,19,SOUTHEAST,90,LEE,111,65.9
2018,IOWA,19,EAST CENTRAL,60,LINN,113,58.9
2018,IOWA,19,SOUTHEAST,90,LOUISA,115,59.1
2018,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,42.3
2018,IOWA,19,NORTHWEST,10,LYON,119,61.2
2018,IOWA,19,SOUTH CENTRAL,80,MADISON,121,51.8
2018,IOWA,19,SOUTHEAST,90,MAHASKA,123,60.8
2018,IOWA,19,SOUTH CENTRAL,80,MARION,125,59.3
2018,IOWA,19,CENTRAL,50,MARSHALL,127,63.3
